FROMYEAR;STA_FROMDATETIME;VESS_SIGNAL;VESS_NAME;VESS_DISTRICT;TYPE;STA_SAMPTYPE_CODENOID;SAMPTYPE_NAMEENG;STA_SUBDIV_SUBDIV;SUBNAMN;STA_ICESRECT_RUTA;LATSTART_DEG;LONGSTART_DEG;LATSTOP_DEG;LONGSTOP_DEG;STA_DURATION;STA_SPEED;STA_DIST;STA_COURSE;STA_BOTSTART;STA_BOTSTOP;STA_BOTMAX;STA_BOTAVG;GEARMOD_REDSKAP_REDSKKOD;REDSKENG;GEARMOD_NAMEENG;STA_SELECTIONDEVICE;STA_SELECTIONDEVICEMESH;STA_HEADROPEDEPTHMAX;STA_HEADROPEDEPTHMIN;STA_FOOTROPEDEPTH;TOTD_NAMEENG;TOTD_AREA;STA_SWEEPLENGTH;STA_STROPLENGTHDOORFLOATS;STAVALCODE_DESCENG;index;Lat1;Lon1;LATDD;LONGDD;Size.final..m.;Size.final..foot.;Horizontal.opening..m.;Fishing line (foot);Swep both side (after formula) (meter);Swep.both.side..after.formula...foot.;sweep both sides (foot);Swept.area;RSA;RS
2016;2016-02-21 12:22;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 40,990;14 29,880;55 41,870;14 32,040;30;3;2;54;49;46;;48;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.6;5540.99;1429.88;55.683;14.498;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-12 10:45;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 261;56 37,280;16 57,900;56 39,640;16 59,770;60;3;3;60;68;66;;67;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.79;5637.28;1657.9;56.621;16.965;0;0;0;;0;0;;0;;1.1
2015;2015-10-04 00:38;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 563;58 03,510;18 13,120;58 03,520;18 09,430;32;4;2;270;113;96;;100;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.34;5803.51;1813.12;58.059;18.219;0;0;0;;0;0;;0;;0.8
2015;2015-11-27 07:00;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 06,000;17 17,100;57 07,500;17 17,450;30;3;2;;71;74;;73;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.55;5706;1717.1;57.1;17.285;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-11-20 09:33;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 05,950;18 05,060;56 06,430;18 07,620;30;3;2;71;54;54;;56;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.7;5605.95;1805.06;56.099;18.084;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-29 09:42;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 162;56 05,070;17 24,690;56 04,270;17 22,390;30;3;2;238;41;41;;41;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.83;5605.07;1724.69;56.085;17.412;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-01 16:43;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 34,061;15 23,672;55 32,672;15 27,520;49;4;3;118;71;73;;72;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.8;5534.061;1523.672;55.568;15.395;0;0;0;;0;0;;0;;0.8
2015;2015-10-05 00:40;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 663;58 53,240;18 31,930;58 51,680;18 28,740;40;4;3;226;78;118;;75;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.44;5853.24;1831.93;58.887;18.532;0;0;0;;0;0;;0;;0.7
2016;2016-10-12 14:50;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 162;56 27,131;17 06,104;56 26,245;17 03,798;30;;;;;;;;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Invalid;OXBH.2016.81;5627.131;1706.104;56.452;17.102;0;0;0;;0;0;;0;;
2015;2015-10-08 06:34;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 263;56 38,492;18 57,044;56 35,193;18 56,936;56;4;3;181;127;132;;130;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.76;5638.492;1857.044;56.642;18.951;0;0;0;;0;0;;0;;0.8
2016;2016-11-25 13:28;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 261;56 34,220;16 51,150;56 33,260;16 50,590;20;3;1;198;61;62;;62;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.50;5634.22;1651.15;56.57;16.853;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-02-27 15:30;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 50,080;15 56,530;55 50,710;15 58,910;30;3;1;65;56;56;;57;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.17;5550.08;1556.53;55.835;15.942;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-06 06:17;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 02,350;18 56,290;56 01,250;18 54,450;30;3;2;223;122;121;;121;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.79;5602.35;1856.29;56.039;18.938;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-21 09:26;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 36,770;14 36,300;55 36,000;14 33,960;30;3;2;240;67;65;;66;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.4;5536.77;1436.3;55.613;14.605;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-08-29 00:00;SFB-2741;ATHENA;HA - 26;Swedish vessel;80;Coastal Laboratory - DCF;31;Sub-31 (Bottenviken);6 067;65 44,000;22 42,000;;;720;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFB-2741.2016.999;6544;2242;65.733;22.7;0;0;0;;0;0;;0;;
2016;2016-11-23 00:00;SFC-2755;;SN - 8;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 162;61 20,000;17 10,000;;;40;;;;;;;;314;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR HERRING;0;;;;;;;;;Valid;SFC-2755.2016.999;6120;1710;61.333;17.167;0;0;0;;0;0;;0;;
2016;2016-05-10 00:00;SFB-9664;;SN - 30;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 162;61 23,000;17 08,000;;;720;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFB-9664.2016.999;6123;1708;61.383;17.133;0;0;0;;0;0;;0;;
2016;2016-04-01 00:00;SMDA;VILJA AV ENÅNGER;HL - 13;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 162;61 07,000;17 51,000;;;540;;;;;;;;314;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR HERRING;0;;;;;;;;;Valid;SMDA.2016.999;6107;1751;61.117;17.85;0;0;0;;0;0;;0;;
2016;2016-10-06 18:16;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 562;58 22,689;17 27,683;58 22,574;17 31,164;34;3;2;94;65;77;;70;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.29;5822.689;1727.683;58.378;17.461;0;0;0;;0;0;;0;;0.9
2015;2015-03-04 15:05;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 261;56 43,540;16 59,610;56 42,100;16 59,040;30;3;1;192;64;66;;66;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.66;5643.54;1659.61;56.726;16.994;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-23 15:55;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 12,640;18 21,960;56 11,630;18 21,250;22;3;1;200;69;69;;69;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.25;5612.64;1821.96;56.211;18.366;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-04 11:44;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 05,860;17 17,050;57 07,360;17 17,420;30;3;2;8;73;72;;73;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.65;5705.86;1717.05;57.098;17.284;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-26 13:00;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 463;57 44,500;18 10,000;57 46,000;18 10,000;30;3;2;;104;104;;104;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.59;5744.5;1810;57.742;18.167;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-03 15:00;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 29,500;17 34,100;57 28,100;17 33,000;30;3;2;;69;78;;74;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.59;5729.5;1734.1;57.492;17.568;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-11-24 09:45;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 02,500;17 52,400;57 04,000;17 52,200;30;3;2;;82;85;;83;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.45;5702.5;1752.4;57.042;17.873;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-02 07:08;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 464;57 43,210;19 10,640;57 42,210;19 08,590;30;3;1;228;44;41;;42;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.42;5743.21;1910.64;57.72;19.177;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-02 11:53;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 262;56 45,310;17 08,830;56 43,520;17 07,590;30;4;2;201;86;88;;87;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.18;5645.31;1708.83;56.755;17.147;0;0;0;;0;0;;0;;0.8
2015;2015-10-08 18:03;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 11,087;18 29,996;56 12,907;18 30,117;30;4;2;2;101;101;;101;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.80;5611.087;1829.996;56.185;18.5;0;0;0;;0;0;;0;;0.8
2016;2016-02-23 13:57;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 19,450;18 24,260;56 20,590;18 26,040;30;3;2;41;42;42;;42;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.23;5619.45;1824.26;56.324;18.404;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-07 12:01;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 46,200;15 18,060;55 46,230;15 15,410;30;3;2;272;57;56;;56;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.88;5546.2;1518.06;55.77;15.301;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-11-27 11:18;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 40,380;14 29,360;55 39,570;14 31,650;30;3;2;122;49;53;;51;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Additional valid stations not used for index calculations;OXBH.2016.62;5540.38;1429.36;55.673;14.489;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-11-24 08:30;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 29,000;17 43,500;57 27,500;17 44,300;30;3;2;;108;108;;108;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.37;5729;1743.5;57.483;17.725;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-07 07:09;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 464;57 40,640;19 23,076;57 39,951;19 24,821;50;3;3;161;76;82;;79;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.66;5740.64;1923.076;57.677;19.385;0;0;0;;0;0;;0;;0.9
2015;2015-11-25 11:30;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 27,600;17 44,250;57 29,000;17 43,600;30;3;2;;105;109;;107;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.41;5727.6;1744.25;57.46;17.738;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-27 15:30;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 04,400;17 54,600;57 02,900;17 55,100;30;3;2;;76;76;;76;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.71;5704.4;1754.6;57.073;17.91;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-13 12:50;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 061;55 34,920;16 17,900;55 34,590;16 11,830;74;3;3;265;70;75;;73;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.90;5534.92;1617.9;55.582;16.298;0;0;0;;0;0;;0;;1.1
2015;2015-11-27 08:00;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 262;56 56,500;17 10,500;56 57,900;17 11,250;30;3;2;;70;74;;72;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.57;5656.5;1710.5;56.942;17.175;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-29 13:00;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 061;55 47,720;16 41,800;55 46,300;16 42,620;30;3;2;162;48;50;;49;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.84;5547.72;1641.8;55.795;16.697;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-12 08:00;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 262;56 44,971;17 18,660;56 44,817;17 15,522;34;3;2;264;87;83;;84;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.77;5644.971;1718.66;56.75;17.311;0;0;0;;0;0;;0;;1
2016;2016-10-03 18:18;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 38,655;14 27,681;55 39,952;14 28,268;26;3;1;14.3;53;50;;52;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.4;5538.655;1427.681;55.644;14.461;0;0;0;;0;0;;0;;1
2016;2016-03-01 14:40;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 47,870;15 57,300;55 47,830;15 54,610;30;3;2;268;61;60;;61;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.93;5547.87;1557.3;55.798;15.955;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-03-01 12:20;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 061;55 52,240;16 04,060;55 52,170;16 01,370;30;3;2;267;53;54;;54;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.91;5552.24;1604.06;55.871;16.068;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-03 20:27;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 463;57 51,730;18 15,090;57 53,520;18 15,920;30;4;2;13;111;111;;111;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.32;5751.73;1815.09;57.862;18.252;0;0;0;;0;0;;0;;0.8
2016;2016-11-19 11:45;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 44,820;15 49,150;55 45,940;15 47,390;30;3;2;319;54;53;;55;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.4;5544.82;1549.15;55.747;15.819;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-11-25 07:11;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 361;57 22,310;16 54,210;57 23,660;16 53,480;30;3;2;219;44;44;;44;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.37;5722.31;1654.21;57.372;16.904;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-11-23 13:15;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 463;57 46,000;18 07,000;57 47,500;18 07,000;30;3;2;;106;106;;106;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.35;5746;1807;57.767;18.117;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-14 05:59;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3 960;55 16,977;15 05,243;55 20,201;15 04,321;70;3;3;344;73;70;;72;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.96;5516.977;1505.243;55.283;15.087;0;0;0;;0;0;;0;;1.1
2016;2016-10-12 03:02;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 262;56 40,381;17 45,880;56 42,930;17 40,495;73;3;4;310;60;78;;67;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.75;5640.381;1745.88;56.673;17.765;0;0;0;;0;0;;0;;0.9
2016;2016-10-14 00:44;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3 960;55 22,320;15 37,780;55 20,950;15 35,460;39;3;2;224;102;99;;100;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.94;5522.32;1537.78;55.372;15.63;0;0;0;;0;0;;0;;1
2015;2015-11-25 13:50;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 02,500;17 52,450;57 04,000;17 52,100;30;3;2;;83;85;;84;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.47;5702.5;1752.45;57.042;17.874;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-02 05:06;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 161;56 14,921;16 42,581;56 16,721;16 43,236;32;3;2;11;58;66;;62;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.14;5614.921;1642.581;56.249;16.71;0;0;0;;0;0;;0;;0.9
2015;2015-10-03 02:42;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 16,250;17 35,140;57 17,250;17 36,360;20;4;1;34;92;83;;90;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.24;5716.25;1735.14;57.271;17.586;0;0;0;;0;0;;0;;0.8
2016;2016-02-27 14:30;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 03,800;17 52,100;57 02,300;17 52,500;30;3;2;;83;85;;84;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.69;5703.8;1752.1;57.063;17.868;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-11-20 12:10;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 42,130;14 22,100;55 42,490;14 24,720;30;3;2;77;37;39;;38;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.6;5542.13;1422.1;55.702;14.368;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-02-28 07:46;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 24,190;18 29,180;56 22,890;18 27,770;30;3;2;211;33;35;;35;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.21;5624.19;1829.18;56.403;18.486;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-13 08:35;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 061;55 48,070;16 34,550;55 47,430;16 28,890;66;3;3;259;54;58;;56;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.88;5548.07;1634.55;55.801;16.576;0;0;0;;0;0;;0;;1
2015;2015-10-04 03:47;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 562;58 04,901;17 36,037;58 03,167;17 33,213;41;4;2;220;130;127;;127;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.36;5804.901;1736.037;58.082;17.601;0;0;0;;0;0;;0;;0.8
