FROMYEAR;STA_FROMDATETIME;VESS_SIGNAL;VESS_NAME;VESS_DISTRICT;TYPE;STA_SAMPTYPE_CODENOID;SAMPTYPE_NAMEENG;STA_SUBDIV_SUBDIV;SUBNAMN;STA_ICESRECT_RUTA;LATSTART_DEG;LONGSTART_DEG;LATSTOP_DEG;LONGSTOP_DEG;STA_DURATION;STA_SPEED;STA_DIST;STA_COURSE;STA_BOTSTART;STA_BOTSTOP;STA_BOTMAX;STA_BOTAVG;GEARMOD_REDSKAP_REDSKKOD;REDSKENG;GEARMOD_NAMEENG;STA_SELECTIONDEVICE;STA_SELECTIONDEVICEMESH;STA_HEADROPEDEPTHMAX;STA_HEADROPEDEPTHMIN;STA_FOOTROPEDEPTH;TOTD_NAMEENG;TOTD_AREA;STA_SWEEPLENGTH;STA_STROPLENGTHDOORFLOATS;STAVALCODE_DESCENG;index;Lat1;Lon1;LATDD;LONGDD;Size.final..m.;Size.final..foot.;Horizontal.opening..m.;Fishing line (foot);Swep both side (after formula) (meter);Swep.both.side..after.formula...foot.;sweep both sides (foot);Swept.area;RSA;RS
2015;2015-10-05 22:47;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4 764;59 24,171;19 51,163;59 22,803;19 54,312;45;4;3;130;46;44;;44;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.52;5924.171;1951.163;59.403;19.853;0;0;0;;0;0;;0;;0.8
2015;2015-10-03 11:36;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 462;57 54,290;17 17,430;57 51,720;17 17,510;46;3;3;179;99;106;;101;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.28;5754.29;1717.43;57.905;17.291;0;0;0;;0;0;;0;;0.9
2015;2015-04-29 00:00;SFC-9622;FILIP;UÅ - 62;Swedish vessel;80;Coastal Laboratory - DCF;31;Sub-31 (Bottenviken);5 665;63 37,000;20 25,000;;;240;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFC-9622.2015.;6337;2025;63.617;20.417;0;0;0;;0;0;;0;;
2015;2015-03-26 00:00;SLRE;STJÄRNVIK;VG - 95;Swedish vessel;80;Coastal Laboratory - DCF;25;Sub-25 (Östersjön-Södra centrala V);3 961;55 13,000;16 05,000;;;360;;;;;;;;312;OTB Otter trawl bottom;OTB OTTER TRAWL BOTTOM;1;;;;;;;;;Valid;SLRE.2015.999;5513;1605;55.217;16.083;0;0;0;;0;0;;0;;
2015;2015-05-07 00:00;SFB-9664;;SN - 30;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 162;61 23,000;17 06,000;;;720;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFB-9664.2015.;6123;1706;61.383;17.1;0;0;0;;0;0;;0;;
2015;2015-10-13 00:00;SFC-2755;;SN - 8;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 162;61 20,000;17 10,000;;;40;;;;;;;;314;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR HERRING;0;;;;;;;;;Valid;SFC-2755.2015.999;6120;1710;61.333;17.167;0;0;0;;0;0;;0;;
2015;2015-09-10 00:00;SFB-6968;ÖRNÖ;HL - 4;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 262;61 45,000;17 28,000;;;360;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFB-6968.2015.;6145;1728;61.75;17.467;0;0;0;;0;0;;0;;
2015;2015-04-20 00:00;SFB-6968;ÖRNÖ;HL - 4;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 262;61 45,000;17 30,000;;;480;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFB-6968.2015.;6145;1730;61.75;17.5;0;0;0;;0;0;;0;;
2016;2016-08-02 00:00;SFC-2455;SOFIA;GE - 5;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 062;60 45,000;17 30,000;;;180;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFC-2455.2016.999;6045;1730;60.75;17.5;0;0;0;;0;0;;0;;
2015;2015-10-07 01:54;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 464;57 54,582;19 36,536;57 52,903;19 39,640;40;4;2;136;73;96;;95;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.64;5754.582;1936.536;57.91;19.609;0;0;0;;0;0;;0;;0.8
2016;2016-02-22 12:18;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 56,520;15 19,140;55 56,250;15 21,760;30;3;2;100;47;46;;46;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.14;5556.52;1519.14;55.942;15.319;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-06 11:14;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 462;57 52,290;17 16,320;57 54,410;17 16,980;60;3;2;86;100;122;;103;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.27;5752.29;1716.32;57.872;17.272;0;0;0;;0;0;;0;;1
2016;2016-10-11 17:52;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 07,812;18 19,458;56 09,484;18 17,643;42;3;2;320;79;67;;74;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.71;5607.812;1819.458;56.13;18.324;0;0;0;;0;0;;0;;0.9
2015;2015-10-01 02:47;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3 959;55 23,620;14 45,480;55 25,153;14 47,162;30;4;2;32;73;80;;77;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.2;5523.62;1445.48;55.394;14.758;0;0;0;;0;0;;0;;0.8
2016;2016-11-27 07:16;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 42,130;14 22,150;55 42,480;14 24,750;30;3;2;77;36;38;;38;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Invalid;OXBH.2016.59;5542.13;1422.15;55.702;14.369;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-02-28 11:25;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 19,330;18 32,250;56 20,820;18 33,230;30;3;2;359;79;72;;76;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.25;5619.33;1832.25;56.322;18.538;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-11-25 10:45;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 28,380;17 33,310;57 29,750;17 34,320;30;3;1;21;77;66;;73;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.39;5728.38;1733.31;57.473;17.555;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-09 22:47;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 464;57 48,890;19 29,040;57 50,310;19 35,470;72;3;4;68;76;71;;78;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.55;5748.89;1929.04;57.815;19.484;0;0;0;;0;0;;0;;1
2016;2016-11-26 08:40;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 161;56 29,000;16 57,500;56 27,500;16 58,000;30;3;2;;69;71;;70;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.55;5629;1657.5;56.483;16.958;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-24 15:01;OXBH;DANA;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4 163;56 23,780;18 29,610;56 22,500;18 28,130;30;3;2;213;36;38;;38;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.37;5623.78;1829.61;56.396;18.494;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-07 11:58;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 23,840;19 12,067;57 20,338;19 13,745;60;4;4;166;81;100;;92;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.68;5723.84;1912.067;57.397;19.201;0;0;0;;0;0;;0;;0.8
2016;2016-10-05 00:19;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 161;56 17,516;16 48,891;56 20,670;16 49,730;61;3;3;113;57;59;;59;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.17;5617.516;1648.891;56.292;16.815;0;0;0;;0;0;;0;;0.9
2015;2015-11-23 13:36;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 12,030;19 03,020;57 13,490;19 03,840;30;3;2;17;84;85;;84;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.25;5712.03;1903.02;57.201;19.05;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-06 02:08;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4 765;59 14,976;20 13,410;59 13,862;20 12,437;20;4;1;205;73;71;;71;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.54;5914.976;2013.41;59.25;20.224;0;0;0;;0;0;;0;;0.8
2015;2015-10-10 03:36;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3 960;55 23,601;15 46,141;55 21,903;15 49,808;45;4;3;129;92;92;;92;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.94;5523.601;1546.141;55.393;15.769;0;0;0;;0;0;;0;;0.8
2016;2016-10-11 06:05;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 263;56 45,991;18 51,473;56 47,727;18 52,910;35;3;2;24;98;122;;110;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.67;5645.991;1851.473;56.767;18.858;0;0;0;;0;0;;0;;0.9
2016;2016-02-23 06:31;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 062;55 46,840;17 41,920;55 48,230;17 40,950;30;3;1;338;58;57;;58;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.18;5546.84;1741.92;55.781;17.699;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-11-23 10:00;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 363;57 08,160;18 47,520;57 09,660;18 48,140;30;3;2;13;41;41;;41;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.21;5708.16;1847.52;57.136;18.792;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-03 13:30;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 463;57 45,800;18 07,300;57 47,300;18 07,300;30;3;2;;102;106;;104;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.57;5745.8;1807.3;57.763;18.122;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-28 08:44;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 161;56 28,920;16 57,500;56 27,470;16 58,090;30;3;2;167;72;70;;71;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.75;5628.92;1657.5;56.482;16.958;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-11-22 10:30;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 15,350;19 04,300;57 16,600;19 05,700;30;3;2;;80;83;;82;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2016.23;5715.35;1904.3;57.256;19.072;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-06 02:07;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 463;57 44,838;18 07,510;57 46,358;18 08,990;32;3;2;26;113;115;;113;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;20;Valid;OXBH.2016.23;5744.838;1807.51;57.747;18.125;0;0;0;;0;0;;0;;0.9
2016;2016-07-18 00:00;SFB-9664;;SN - 30;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 162;61 23,000;17 20,000;;;1 200;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFB-9664.2016.999;6123;1720;61.383;17.333;0;0;0;;0;0;;0;;
2015;2015-09-29 00:00;SFC-2755;;SN - 8;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 162;61 20,000;17 10,000;;;40;;;;;;;;314;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR HERRING;0;;;;;;;;;Valid;SFC-2755.2015.999;6120;1710;61.333;17.167;0;0;0;;0;0;;0;;
2016;2016-06-14 00:00;SFB-2741;ATHENA;HA - 26;Swedish vessel;80;Coastal Laboratory - DCF;31;Sub-31 (Bottenviken);6 067;65 45,000;22 45,000;;;780;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFB-2741.2016.999;6545;2245;65.75;22.75;0;0;0;;0;0;;0;;
2015;2015-07-20 00:00;SFB-9664;;SN - 30;Swedish vessel;80;Coastal Laboratory - DCF;30;Sub-30 (Bottenhavet);5 162;61 20,000;17 10,000;;;600;;;;;;;;721;GNS Gillnet set;GNS GILL NET FOR HERRING;0;;;;;;;;;Valid;SFB-9664.2015.;6120;1710;61.333;17.167;0;0;0;;0;0;;0;;
2015;2015-10-09 07:44;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 062;55 57,639;17 12,818;55 56,481;17 09,073;45;3;2;24;43;46;;45;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;20;Valid;OXBH.2015.86;5557.639;1712.818;55.961;17.214;0;0;0;;0;0;;0;;0.9
2015;2015-11-21 07:10;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 162;56 04,180;17 22,170;56 04,980;17 24,430;30;3;2;58;41;42;;42;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.8;5604.18;1722.17;56.07;17.37;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-21 14:40;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 42,120;14 22,070;55 42,470;14 24,620;30;3;1;76;36;38;;38;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.8;5542.12;1422.07;55.702;14.368;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-11-24 13:06;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 464;57 41,440;19 05,290;57 40,160;19 03,850;30;3;2;211;35;36;;36;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.32;5741.44;1905.29;57.691;19.088;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-07 10:45;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 663;58 36,870;18 13,550;58 36,120;18 18,360;51;3;3;108;332;202;467;315;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.35;5836.87;1813.55;58.615;18.226;0;0;0;;0;0;;0;;1
2016;2016-10-09 04:58;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4 664;58 38,597;19 19,597;58 42,151;19 22,242;72;3;4;56;125;145;;150;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.49;5838.597;1919.597;58.643;19.327;0;0;0;;0;0;;0;;0.9
2016;2016-10-13 02:22;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 062;55 46,247;17 39,986;55 48,514;17 39,178;43;3;2;348;54;55;;54;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.86;5546.247;1739.986;55.771;17.666;0;0;0;;0;0;;0;;0.9
2015;2015-10-10 13:22;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3 959;55 26,766;14 32,125;55 24,476;14 30,208;46;3;3;205;59;56;;58;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.98;5526.766;1432.125;55.446;14.535;0;0;0;;0;0;;0;;0.9
2015;2015-10-07 23:35;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4 363;57 03,475;18 52,419;57 02,713;18 54,257;20;4;1;128;88;100;;94;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;15;Valid;OXBH.2015.72;5703.475;1852.419;57.058;18.874;0;0;0;;0;0;;0;;0.8
2016;2016-10-04 14:49;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 061;55 54,622;16 09,424;55 54,599;16 12,673;32;4;2;92.9;51;53;;51;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.13;5554.622;1609.424;55.91;16.157;0;0;0;;0;0;;0;;0.9
2016;2016-10-04 19:03;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 161;56 05,327;16 28,856;56 06,243;16 32,232;44;3;2;65;49;52;;50;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.15;5605.327;1628.856;56.089;16.481;0;0;0;;0;0;;0;;1
2015;2015-11-23 11:00;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 363;57 06,500;18 57,300;57 07,800;18 58,700;30;3;2;;83;87;;85;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.23;5706.5;1857.3;57.108;18.955;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-13 17:40;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 32,437;15 44,631;55 30,584;15 46,065;44;3;2;157;76;82;;78;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.92;5532.437;1544.631;55.541;15.744;0;0;0;;0;0;;0;;1
2015;2015-11-24 07:12;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 19,410;19 06,860;57 20,610;19 08,530;30;3;2;37;77;78;;78;316;OTB Otter trawl bottom;TV 112 COD TRAWL;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.28;5719.41;1906.86;57.324;19.114;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-02-25 07:15;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 363;57 09,140;18 47,900;57 10,600;18 48,500;30;3;2;12;41;41;;41;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.41;5709.14;1847.9;57.152;18.798;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2016;2016-10-08 03:52;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4 764;59 13,462;19 47,705;59 13,535;19 43,739;38;3;2;272;80;105;;87;321;OTM Otter trawl midwater;Fotö oneboat pelag floatstock.14;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2016.41;5913.462;1947.705;59.224;19.795;0;0;0;;0;0;;0;;0.9
2016;2016-03-02 09:09;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 060;55 44,710;15 21,700;55 43,790;15 19,620;30;3;1;232;60;60;;60;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2016.97;5544.71;1521.7;55.745;15.362;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-01 09:53;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4 364;57 19,710;19 05,000;57 18,430;19 03,550;30;3;2;211;67;68;;67;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.34;5719.71;1905;57.329;19.083;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-10 08:33;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3 960;55 07,702;15 20,357;55 09,322;15 21,654;31;4;2;25;68;64;;66;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.96;5507.702;1520.357;55.128;15.339;0;0;0;;0;0;;0;;0.8
2015;2015-03-04 06:30;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4 362;57 03,600;17 52,100;57 02,150;17 52,500;30;3;2;;83;84;;84;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;No oxygen;OXBH.2015.61;5703.6;1752.1;57.06;17.868;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-03-08 10:25;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 42,170;14 22,380;55 42,530;14 24,990;30;3;2;77;37;39;;38;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.96;5542.17;1422.38;55.703;14.373;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
2015;2015-10-09 03:03;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4 162;56 26,627;17 16,687;56 27,532;17 13,422;45;3;3;316;52;52;;54;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;15;Valid;OXBH.2015.84;5626.627;1716.687;56.444;17.278;0;0;0;;0;0;;0;;0.9
2015;2015-10-02 08:31;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4 261;56 36,120;16 55,130;56 38,640;16 57,630;47;4;3;29;71;62;;66;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2015.16;5636.12;1655.13;56.602;16.919;0;0;0;;0;0;;0;;0.8
2015;2015-02-26 09:00;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4 059;55 38,350;14 37,370;55 39,280;14 39,410;30;3;1;51;60;58;;60;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2015.4;5538.35;1437.37;55.639;14.623;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
