HL,2,LAT,0027,LBT,-9,-9,-9,6,4,1989,W,126436,1,-9,10,1,10,1,-9,12000,1,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,4,1989,W,126436,1,-9,10,1,10,1,-9,12000,1,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,4,1989,W,126436,1,-9,10,1,10,1,-9,12000,1,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,4,1989,W,126436,1,-9,10,1,10,1,-9,12000,1,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,4,1989,W,126436,1,-9,10,1,10,1,-9,12000,1,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,4,1989,W,126436,1,-9,10,1,10,1,-9,12000,1,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,5,1989,4,6,0630,-9,60,D,55.1000,20.2167,55.1000,20.1000,39H0,50,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,270,-9,-9,-9,-9,-9,-9,110,8,-9,1,4.4,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,5,1989,W,126436,4,-9,97,1,-9,1,-9,20500,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,6,1989,4,6,0845,-9,60,D,55.1000,20.0667,55.1000,19.9167,39H0,60,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,270,-9,-9,-9,-9,-9,-9,110,8,-9,1,4.4,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,6,1989,W,126436,4,-9,119,1,-9,1,-9,24000,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,7,1989,4,6,1230,-9,60,D,55.1000,19.8667,55.1000,19.7667,39G9,70,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,27,-9,-9,-9,-9,-9,-9,110,5,-9,0.5,4.4,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,7,1989,W,126436,1,-9,8,1,8,1,-9,12000,1,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,7,1989,W,126436,1,-9,8,1,8,1,-9,12000,1,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,7,1989,W,126436,1,-9,8,1,8,1,-9,12000,1,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,7,1989,W,126436,1,-9,8,1,8,1,-9,12000,1,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,7,1989,W,126436,1,-9,8,1,8,1,-9,12000,1,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,7,1989,W,126436,1,-9,8,1,8,1,-9,12000,1,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,7,1989,W,126436,1,-9,8,1,8,1,-9,12000,1,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,7,1989,W,127141,4,-9,27,1,-9,1,-9,8500,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,7,1989,W,126436,1,-9,8,1,8,1,-9,12000,1,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,8,1989,4,6,1400,-9,60,D,55.1000,19.7500,55.0667,19.6667,39G9,80,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,240,-9,-9,-9,-9,-9,-9,110,5,-9,0.5,4.4,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,8,1989,W,126436,1,-9,14,1,14,1,-9,21000,1,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,8,1989,W,126436,1,-9,14,1,14,1,-9,21000,1,74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,8,1989,W,126436,1,-9,14,1,14,1,-9,21000,1,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,8,1989,W,126436,1,-9,14,1,14,1,-9,21000,1,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,8,1989,W,126436,1,-9,14,1,14,1,-9,21000,1,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,8,1989,W,126436,1,-9,14,1,14,1,-9,21000,1,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,8,1989,W,126436,1,-9,14,1,14,1,-9,21000,1,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,8,1989,W,126436,1,-9,14,1,14,1,-9,21000,1,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,8,1989,W,127141,4,-9,24,1,-9,1,-9,8000,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,8,1989,W,126436,1,-9,14,1,14,1,-9,21000,1,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,9,1989,4,7,0620,-9,60,D,54.9333,19.6167,54.8833,19.6167,38G9,72,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,180,-9,-9,-9,-9,-9,-9,80,5,-9,0.1,4.4,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,9,1989,W,127141,4,-9,1,1,-9,1,-9,200,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,9,1989,W,126436,4,-9,32,1,-9,1,-9,8300,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,10,1989,4,7,0900,-9,60,D,54.8333,19.5833,54.9000,19.5833,38G9,85,V,-9,1,1,C,-9,-9,-9,-9,350,-9,-9,-9,-9,-9,-9,-9,-9,-9,360,-9,-9,-9,-9,-9,-9,80,5,-9,0.1,4.4,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,10,1989,W,126436,4,-9,30,1,-9,1,-9,8900,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,11,1989,4,7,1205,-9,60,D,54.9500,19.5000,54.8833,19.5000,38G9,97,V,-9,1,1,C,-9,-9,-9,-9,350,-9,-9,-9,-9,-9,-9,-9,-9,-9,180,-9,-9,-9,-9,-9,-9,80,5,-9,0.5,4.3,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,11,1989,W,127141,4,-9,5,1,-9,1,-9,1500,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,11,1989,W,126436,4,-9,40,1,-9,1,-9,25500,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,12,1989,4,7,1425,-9,60,D,54.8333,19.4000,54.9000,19.4000,38G9,108,V,-9,1,1,C,-9,-9,-9,-9,350,-9,-9,-9,-9,-9,-9,-9,-9,-9,360,-9,-9,-9,-9,-9,-9,90,5,-9,0.5,4.4,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,12,1989,W,126436,4,-9,46,1,-9,1,-9,27500,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,12,1989,W,127141,4,-9,5,1,-9,1,-9,1500,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,13,1989,4,8,0605,-9,60,D,55.5833,20.8833,55.6333,20.8833,40H0,40,V,-9,1,1,C,-9,-9,-9,-9,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,360,-9,-9,-9,-9,-9,-9,0,0,-9,0,4,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,13,1989,W,126436,1,-9,1,1,1,1,-9,1000,1,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,14,1989,4,8,0835,-9,60,D,55.6167,20.7833,55.6167,20.6833,40H0,50,V,-9,1,1,C,-9,-9,-9,-9,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,270,-9,-9,-9,-9,-9,-9,0,0,-9,0,4,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,14,1989,W,126436,1,-9,2,1,2,1,-9,4000,1,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,14,1989,W,126436,1,-9,2,1,2,1,-9,4000,1,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,15,1989,4,8,1145,-9,60,D,55.6333,20.5833,55.6333,20.4833,40H0,60,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,270,-9,-9,-9,-9,-9,-9,0,0,-9,0,5,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,15,1989,W,126436,1,-9,10,1,10,1,-9,17000,1,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,15,1989,W,126436,1,-9,10,1,10,1,-9,17000,1,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,15,1989,W,126436,1,-9,10,1,10,1,-9,17000,1,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,15,1989,W,126436,1,-9,10,1,10,1,-9,17000,1,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,15,1989,W,126436,1,-9,10,1,10,1,-9,17000,1,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,15,1989,W,126436,1,-9,10,1,10,1,-9,17000,1,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,15,1989,W,126436,1,-9,10,1,10,1,-9,17000,1,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,15,1989,W,126436,1,-9,10,1,10,1,-9,17000,1,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,15,1989,W,126436,1,-9,10,1,10,1,-9,17000,1,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,15,1989,W,126436,1,-9,10,1,10,1,-9,17000,1,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,16,1989,4,8,1435,-9,60,D,55.6167,20.4167,55.6167,20.3167,40H0,70,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,270,-9,-9,-9,-9,-9,-9,0,0,-9,0,5,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,16,1989,W,126436,1,-9,9,1,9,1,-9,9000,1,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,16,1989,W,126436,1,-9,9,1,9,1,-9,9000,1,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,16,1989,W,126436,1,-9,9,1,9,1,-9,9000,1,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,16,1989,W,126436,1,-9,9,1,9,1,-9,9000,1,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,16,1989,W,126436,1,-9,9,1,9,1,-9,9000,1,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,16,1989,W,126436,1,-9,9,1,9,1,-9,9000,1,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,16,1989,W,126436,1,-9,9,1,9,1,-9,9000,1,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,16,1989,W,126436,1,-9,9,1,9,1,-9,9000,1,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,16,1989,W,126436,1,-9,9,1,9,1,-9,9000,1,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,17,1989,4,9,0500,-9,60,D,57.9667,20.8667,57.9667,20.9667,44H0,90,V,-9,1,1,C,-9,-9,-9,-9,350,-9,-9,-9,-9,-9,-9,-9,-9,-9,90,-9,-9,-9,-9,-9,-9,90,6,-9,0.5,3.6,-9,-9,-9,-9,-9
HH,2,LAT,0027,LBT,-9,-9,-9,6,18,1989,4,9,0720,-9,60,D,57.9167,21.0833,57.9667,21.0833,44H1,80,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,100,5,-9,0.5,3.6,-9,-9,-9,-9,-9
HH,2,LAT,0027,LBT,-9,-9,-9,6,19,1989,4,9,0930,-9,60,D,57.9333,21.1833,57.9333,21.2833,44H1,70,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,90,-9,-9,-9,-9,-9,-9,100,6,-9,0.5,3.5,-9,-9,-9,-9,-9
HH,2,LAT,0027,LBT,-9,-9,-9,6,20,1989,4,9,1210,-9,60,D,57.9167,21.4500,57.9000,21.5500,44H1,60,V,-9,1,1,C,-9,-9,-9,-9,300,-9,-9,-9,-9,-9,-9,-9,-9,-9,105,-9,-9,-9,-9,-9,-9,100,6,-9,0.5,3.5,-9,-9,-9,-9,-9
HH,2,LAT,0027,LBT,-9,-9,-9,6,21,1989,4,9,1440,-9,60,D,57.9500,21.5833,57.9500,21.6833,44H1,45,V,-9,1,1,C,-9,-9,-9,-9,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,90,-9,-9,-9,-9,-9,-9,90,5,-9,0.5,3.4,-9,-9,-9,-9,-9
HH,2,LAT,0027,LBT,-9,-9,-9,6,22,1989,4,9,1715,-9,60,D,57.9500,21.7500,57.9500,21.9333,44H1,33,V,-9,1,1,C,-9,-9,-9,-9,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,90,-9,-9,-9,-9,-9,-9,90,5,-9,0.5,3.4,-9,-9,-9,-9,-9
HH,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,4,10,1210,-9,60,D,55.9333,20.7833,55.9333,20.6833,40H0,30,V,-9,1,1,C,-9,-9,-9,-9,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,270,-9,-9,-9,-9,-9,-9,200,3,-9,0.1,3.7,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,W,126436,1,-9,13,1,13,1,-9,15000,1,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,W,126436,1,-9,13,1,13,1,-9,15000,1,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,W,126436,1,-9,13,1,13,1,-9,15000,1,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,W,126436,1,-9,13,1,13,1,-9,15000,1,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,W,126436,1,-9,13,1,13,1,-9,15000,1,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,W,126436,1,-9,13,1,13,1,-9,15000,1,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,W,126436,1,-9,13,1,13,1,-9,15000,1,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,W,126436,1,-9,13,1,13,1,-9,15000,1,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,W,126436,1,-9,13,1,13,1,-9,15000,1,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,W,126436,1,-9,13,1,13,1,-9,15000,1,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,W,126436,1,-9,13,1,13,1,-9,15000,1,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,23,1989,W,126436,1,-9,13,1,13,1,-9,15000,1,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,4,10,1605,-9,60,D,56.1000,20.5000,56.1333,20.4167,41H0,33,V,-9,1,1,C,-9,-9,-9,-9,200,-9,-9,-9,-9,-9,-9,-9,-9,-9,310,-9,-9,-9,-9,-9,-9,200,3,-9,0.1,3.7,-9,-9,-9,-9,-9
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL,2,LAT,0027,LBT,-9,-9,-9,6,24,1989,W,126436,1,-9,17,1,17,1,-9,17000,1,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH,2,LAT,0027,LBT,-9,-9,-9,6,25,1989,4,11,0710,-9,60,D,55.7000,21.0833,55.6500,21.0833,40H1,10,V,-9,1,1,C,-9,-9,-9,-9,150,-9,-9,-9,-9,-9,-9,-9,-9,-9,180,-9,-9,-9,-9,-9,-9,200,3,-9,0,3.7,-9,-9,-9,-9,-9
HH,2,LAT,0027,LBT,-9,-9,-9,6,26,1989,4,11,1010,-9,60,D,55.6167,21.0833,55.5667,21.0833,40H1,11,V,-9,1,1,C,-9,-9,-9,-9,150,-9,-9,-9,-9,-9,-9,-9,-9,-9,180,-9,-9,-9,-9,-9,-9,200,3,-9,0,3.7,-9,-9,-9,-9,-9
